teks,label
"salah satu kisahnya begini, kami berkenalan waktu semester tiga, pertemuan kami tak sengaja, waktu itu saya menemani teman cowok saya saat main-main ke kost pacarnya, kebetulan pacar teman saya tuh juga ada temannya yang sedang main ke sana (cewek), so kami berkenalan, cewek itu manis sekali, bodi-nya juga ok! namanya leila deol seorang warga keturunan india, wajahnya mirip dengan artis india kesukaan sayakulitnya tidak putih, namun tampak sehat terawat, buah dadanya besar dan montok sekali melebihi buah dada cewek indonesia, terlihat begitu montok dan padathemm kamu tuh, manis banget deh leil, kata saya sambil menciumi belakang telinganyakenapa, kamu marah yach? kata saya sambil menjilati leher belakangnya",1
saya pegang dada kirinya dengan tangan kiri saya dan sebentar-sebentar saya remas-remas lalu saya putarkan jari jempol saya tepat di atas puting buah dadanya,1
"saya puaskan menikmati buah dadanya yang besar dan menantang, kulitnya yang kuning langsat terasa sangat halus",1
"puas saya pegang, saya langsung menjilati dadanya",1
"ohhh! leila terkejut, namun dia membiarkan saya menjilati dadanya dan lidah saya mulai memainkan puting dadanya yang mulai menegang, sesekali saya katubkan bibir saya dan agak saya tarik puting dadanya, leila hanya mendesah dan memejamkan matanyasaya lanjutkan lagi untuk menjilati buah dadanya yang halus dan hangat, saya menggeser duduk saya hingga saya leluasa menikmati kesintalan tubuhnya",1
"haaghh! leila terkejut sekali saat saya memainkan liang kenikmatannyasegera saya cumbu dia, saya ciumi bibirnya yang merah merekah, dia hanya bisa mendesah dan menyerah, lama saya cumbui dia, makin lama desahan dan nafasnya makin cepat, saya merasa cukup merangsangnya",1
"saya cuci bersih-bersih penis sayasaat saya kembali saya lihat leila duduk di kursi sambil melihat saya, ia tersenyum malu, manisnya dia saat tersenyum malu, membuat saya makin ber nafsu",1
kami masuk ke kamar dan segera saya rebahkan dia di atas ranjang,1
"saya cumbui dia dengan penuh beringas, saya nikmati dengan lidah tiap centi di kulit tubuhnya, dadanya makin mengeras saat saya jilat-jilat",1
"aahh, desah leila saat saya katupkan bibir saya dan saya benamkan wajah saya di dadanya yang montok sambil saya tekan ke segala arahdia kegelian saat saya menjilati samping badannya",1
"dia beringsut sedikit, saya pegang tubuhnya dan saya hisap kulitnya kuat-kuat, ia tampak kegelian dan tampak menikmatinya",1
saya jilat turun hingga perutnya dan saya sedot pusarnya dan lidah saya beraksi mengorek pusarnya kuat-kuat,1
"emmhh oooh leila mendesah menggigit bibirnya menahan rangsangan di perutnyaah harumnya, ia mencuci bersih vaginanya, saya suka vaginanya yang bersih itu",1
"saya singkapkan liang senggamanya dan dengan lidah saya jilat dari atas ke bawah dan dari kiri ke kanan, sesekali saya tarik dengan menyedot bibir kemaluannya, makin saya beringas makin leila menggeliat, saya tambah buas dan merasa bernafsu",1
"ahh, dia sudah sangat nafsu rupanya",1
"leila segera memegang batang kemaluan saya, ia menjilati batang kenikmatan saya, terasa hangat mulutnya, ia menyedot dan menggelitik biji peler sayasaya rebahkan tubuh saya dan saya biarkan dia memuaskan saya, dia masukkan penis saya dalam mulutnya, wajahnya maju mundur dan menyedot sangat kuat, saya kegelian sekali dan hanya bisa mendesah nikmat",1
"saya masukkan batang kemaluan saya ke sela liang kenikmatannya, hangatnya liang kewanitaannyaleila menatap saya, dari matanya tampak nafsu seksnya memuncak, ia pasrah saja saat saya membuka liang senggamanya dan memasukkan batang kemaluan saya, saya gerakkan di sekitar lubang kewanitaannya untuk merangsangnya, setelah cukup terkena cairan pelicinnya saya masukkan batang kenikmatan saya pelan ke dalam liang kewanitaannya",1
"ooohh! leila memejamkan matanya sambil merintih penuh gairahpelan saya tarik batang kemaluan saya dan saya benamkan setengahnya ke dalam liang kewanitaannya, saya rangkul bahunya agar dia tidak sampai berontak, saya masuk keluarkan makin cepat ke liang senggama leila, namun tidak saya masukkan seluruhnya, saya putar-putar pinggul saya sehingga batang kemaluan saya menggesek-gesek seluruh dinding dalam kewanitaannyakamu hot sekali leil, membuatku nafsu melihatmu puji saya sambil saya jilati leher dan telinganya",1
"ia memejamkan matanya, saya menarik batang kenikmatan saya agak keluar dan saya benamkan seluruhnya, mentok ke dalam liang senggamanya, berulang-ulangaagh! leila merintih keras",1
"leila merangkul punggung saya dan menciumi bibir saya kuat sekali, ia merintih-rintih, pinggulnya ikut turun naik, ia memejamkan matanya rapat-rapat, wajahnya tampak teganguuugh! uuurghh! leila merintih keras",1
"terasa liang kenikmatan leila berdenyut-denyut, ia merintih-rintih tak karuan, saya merasa batang kemaluan saya agak panas, saya terus mengenjot makin kuat dan cepat, saya remas-remas dadanya sambil sesekali saya sedot kuat dadanya, ia hanya merintih pasrahsaya akhirnya tak tahan lagi, batang kemaluan saya terasa nikmat",1
"saya segera menarik batang kemaluan saya yang basah oleh cairan pelicinnya yang banyak membasahi batang kemaluan saya dan liang kewanitaannya, saya gesekkan batang kemaluan saya di antara kedua buah dadanya yang besarleila mendekap kedua dadanya, menggencet batang kenikmatan saya yang maju mundur di sela buah dada momtoknya",1
"crot! crot! sperma saya akhirnya keluar, disertai sensasi kenikmatan di batang kemaluan dan leher saya terasa dingin sekali, lega dan sangat nikmat! leila menjerit, sebagian dari sperma saya muncrat di bibir dan pipinyakami kelelahan dan saya rebahan di sampingnya, ia mengambil tisu di sebelah ranjang dan membersihkan sperma saya di wajahnyasaya tersenyum padanya dan dibalas dengan senyumannya yang manis",1
"nggak tau yach, liatin kamu bikin aku nafsu aja, kamu padahal gak ganteng tapi juga gak jelek, kamu cute dan keliatan hot sich kalo berduaanngeseks rani cewek penjaga warnet wanita cantik setengah baya yang rindu di puasin terjebak nikmatnya pacar baru mulusnya tubuh teman istrikupayudara dan pantatkupun mempunyai bentuk yang bisa dibilang lumayan",1
"salah satu guru yang aku sukai adalah bapak guru bahasa inggris, orangnya ganteng dengan bekas cukuran brewok yang aduhai di sekeliling wajahnya, cukup tinggi (agak lebih tinggi sedikit dari pada aku) dan ramping tetapi cukup kekar",1
"kulihat koleksi bacaan berbahasa inggris di rak dan meja tulisnya, dari mulai majalah sampai buku, hampir semuanya dari luar negeri dan ternyata ada majalah porno dari luar negeri dan langsung kubuka-buka",1
"cowok dan cewek yang sedang bersetubuh dengan berbagai posisi dan entah kenapa yang paling menarik bagiku adalah gambar di mana cowok dengan asyiknya menjilati vagina cewek dan cewek sedang mengisap penis cowok yang besar, panjang dan kekar",1
"majalah segera kulemparkan ke atas tempat tidurnya dan aku segera keluar dengan berkata tergagap-gagap, tititidak, eh, enggggak ngapa-ngapain, kok, pak",1
aku segera ke kamarnya dan kuambil lagi majalah porno yang tergeletak di atas tempat tidurnya,1
"mulai saat itu juga pak freddy dengan santai membuka celana jeans-nya dan terlihat olehku sesuatu yang besar di dalamnya, kemudian dia menindihkan dadanya dan terus semakin kuat sehingga menyentuh vaginaku",1
aku ingin merintih tetapi kutahan,1
semakin lama jilatan pak freddy semakin berani dan menggila,1
rupanya dia sudah betul-betul terbius nafsu dan tidak ingat lagi akan kehormatannya sebagai seorang guru,1
"aku hanya bisa mendesah,aa, aahh, hemm, uuuuu, uuuh",1
"tanpa bertanya lagi langsung pak freddy mencium mulutku dengan ganasnya, begitupun aku melayaninya dengan nafsu sembari salah satu tanganku mengelus-elus penis yang perkasa itumulutnya mulai mengulum kedua puting payudaraku",1
"praktis kami berdua sudah tidak berbicara lagi, semuanya sudah mutlak terbius nafsu birahi yang buta",1
pak freddy berhenti merangsangku dan mengambil majalah porno yang masih tergeletak di atas tempat tidur dan bertanya kepadaku sembari salah satu tangannya menunjuk gambar cowok memasukkan penisnya ke dalam vagina seorang cewek yang tampak pasrah di bawahnya,1
mungkin pak freddy menganggap aku setuju dan langsung dia mengangkangkan kedua kakiku lebar-lebar dan duduk di hadapan vaginaku,1
"tangan kirinya berusaha membuka belahan vaginaku yang rapat, sedangkan tangan kanannya menggenggam penisnya dan mengarahkan ke vaginaku",1
"kelihatan pak freddy agak susah untuk memasukan penisnya ke dalam vaginaku yang masih rapat, dan aku merasa agak kesakitan karena mungkin otot-otot sekitar vaginaku masih kakuaku tidak menjawab karena menahan terus rasa sakit dan, akhh, bukan main perihnya ketika batang penis pak freddy sudah mulai masuk, aku hanya meringis tetapi pak freddy tampaknya sudah tak peduli lagi, ditekannya terus penisnya sampai masuk semua dan langsung dia menidurkan tubuhnya di atas tubuhku",1
kedua payudaraku agak tertekan tetapi terasa nikmat dan cukup untuk mengimbangi rasa perih di vaginaku,1
semakin lama rasa perih berubah ke rasa nikmat sejalan dengan gerakan penis pak freddy mengocok vaginakusemakin lama gerakan penis pak freddy semakin memberi rasa nikmat dan terasa di dalam vaginaku menggeliat-geliat dan berputar-putar,1
"sekarang rintihanku adalah rintihan kenikmatanpak freddy kemudian agak mengangkatkan badannya dan tanganku ditelentangkan oleh kedua tangannya dan telapaknya mendekap kedua telapak tanganku dan menekan dengan keras ke atas kasur dan ouwwww, pak freddy semakin memperkuat dan mempercepat kocokan penisnya dan di wajahnya kulihat raut yang gemas",1
semakin kuat dan terus semakin kuat sehingga tubuhku bergerinjal dan kepalaku menggeleng ke sana ke mari dan akhirnya pak freddy agak merintih bersamaan dengan rasa cairan hangat di dalam vaginaku,1
rupanya air maninya sudah keluar dan segera dia mengeluarkan penisnya dan merebahkan tubuhnya di sebelahku dan tampak dia masih terengah-engah,1
badanku masih agak lemas ketika bangun dan dengan tetap dalam keadaan telanjang bulat aku masuk ke kamar mandidi situlah kami berdua saling bergantian membersihkan tubuh dan akupun tak canggung lagi ketika pak freddy menyabuni vaginaku yang memang di sekitarnya ada sedikit bercak-bercak darah yang mungkin luka dari selaput daraku yang robek,1
"begitu juga aku, tidak merasa jijik lagi memegang-megang dan membersihkan penisnya yang perkasa itu",1
"setelah semua selesai, pak freddy membuatkan aku teh manis panas secangkirsemenjak itulah, bila ada waktu luang aku bertandang ke rumah pak freddy untuk menikmati keperkasaannya dan aku bersyukur pula bahwa rahasia tersebut tak pernah sampai bocorsampai sekarangpun aku masih tetap menikmati genjotan pak freddy walaupun aku sudah menjadi mahasiswa, dan seolah-olah kami berdua sudah pacaran",1
yang penting bagiku sekarang adalah menikmati dulu keganasan dan keperkasaan penis guru bahasa inggrisku itu,1
"rahasia skandal keluargaku berpacu dalam rintik hujan kerinduan ku pada lelaki berakhir di anak ku rintihan kenikmatan istriku bercinta dengan pemban sahabat pena 07:31 1 hubungan kami berawal dari dimuatnya surat pembacaku, ketika aku masih mahasiswa, di suatu surat kabar yang beroplah nasional tentang kesulitan mengirim surat ke luar negeritante kos sudah kenal baik denganku dan aku memang biasa masuk kamar mereka",1
tiba-tiba saja tanganku sudah pindah ke dadanya dan dari luar (ia masih memakai bajunya) mengelus payudara sebelah kanannya,1
lalu aku sudah menggenggam payudara kanannya tanpa halangan apa-apaaku mengelus payudaranya sambil sekali-kali memijit bundaran di bawah ujung putingnya,1
dadanya telanjang danaku tak dapat lagi menahan diri,1
"lehernya putih, anak-anak rambut yang menggerai di sekeliling lehernya membuat penisku mengejang",1
"rok bawahnya masih terikat, tetapi pantatnya sudah membuat gerak memutar-mutar sedikit",1
tanganku turun ke arah payudara kanannya,1
kuputar telapakku di payudara kanannya,1
"ketika tanganku pindah ke payudara sebelah kiri, gelinjangannya bertambah dan tangannya langsung ke bawah badanku, mencari sela-sela pahaku",1
"ketika aku mulai menjilati puting susunya, tangannya menerobos ritsleting celanaku dan, aku sedikit menggelinjang ketika ia mulai menggenggam penisku",1
sementara itu mulutku mulai mengulum puting susunya bergantian,1
"dilepaskannya penisku dan, karena kegelian dan merasa nikmat, ia merengkuh kepalaku, ditariknya ke arah puting susunya",1
pelan-pelan kuelus bulu vaginanya,1
"dari sekian wanita yang pernah kutelanjangi, baru kali itu aku melihat pubis (rambut vagina) yang demikian lebat",1
"kuelus-elus bulu vaginanya, kugelitik-gelitik rambut-rambutnya mencari lubang vaginanyalia sendiri membantuku dengan menekan-nekan tanganku yang di permukaan vaginanya",1
telanjang bulatlah ia,1
"gila, putihnya! pantatnya yang bulat, yang biasanya kupegangi (dari luar) kalau ia lagi bergelayut di lenganku, betul-betul indahpenisku langsung berdiri menegang melihat itu semua dan mengantisipasi tugas lanjutannya",1
"kugosok-gosokkan ujung hidungku ke pinggul itu, pelan-pelan kujilati memutar menuju ke pantatnya yang indah",1
"kuremas-remas bulatan pantatnya, sambil kugesek-gesekkan ujung hidungku terus",1
penisku yang tegang bergerak-gerak terus,1
"ia tak sabar, dipegangnya tanganku, dibimbingnya untuk kembali menusuk-nusuk vaginanyaia sendiri seakan kesetanan menunggu lubang vaginanya dimasuki jari-jariku",1
tetapi aku kembali berkonsentrasi pada puting susunya,1
"kujilat, kuelus memakai lidah, kusedot pelan-pelan sambil ia melenguh-lenguh dan menggelinjang-gelinjang",1
lalu tangannya menggenggam-genggam penisku,1
"sebagai laki-laki, selama ini kalau ia bergayut di lenganku sambil berjalan-jalan, aku sering membayangkan tangannya yang putih dengan jari-jarinya yang panjang mengelus-elus penisku",1
atau kujilati puting susunya yang sering membayang kalau ia memakai baju tipis,1
"ia langsung membalik, mengarahkan mulutnya ke peniskulalu tanpa basa-basi di kulum penisku",1
aku sendiri langsung meneroboskan muka ke arah vaginanya,1
lia menggelinjang-gelinjang,1
kujilati clitorisnya sambil kuisap-isap,1
isapannya di penisku melemah akhirnya,1
penisku dipegangnya dan dicoba dimasukkannya ke dalam vaginanya yang sudah sangat basah,1
"rasanya oouw, ketika kepala penisku mulai masuk",1
"maklum, waktu itu penisku baru punya jam terbang yang dapat dihitung dengan jari, dan karena masih muda, jarang memakai pendahuluan yang cukup lama",1
"pas saat itu, kepalaku dipegang lia, dibawanya ke payudara sebelah kiri",1
"melihat ada gumpalan daging kenyal putih menantang, langsung kujilati dan kuisap-isap",1
"baru sebentar, lia mengerang, ohh, wied, lia nyampeee",1
"melihat sekilas badannya yang indah dan putih itu, penisku terasa nikmat-nikmat nyeri, rasanya ada yang akan mengalir keluar dari ujung penisku",1
"betul, ketika aku baru tiga kali memompa, spermaku keluar",1
"kupeluk erat-erat badannya, ia juga memegangi pantatku erat-erat sambil berbisik, masukkan semua, wied, masukkan semua",1
"kutekan erat-erat penisku ke dalam vagina bidadariku ini, kumasukkan semua benih hidupku ke dalam jaringan tubuhnya",1
"ia ingin aku tetap di atas tubuhnya, dengan penisku masih di dalam vaginanya",1
"kunikmati saat itu dengan mempermainkan dagunya, menjilati payudaranya dan menggesek-gesekkan penisku ke dalam vaginanya",1
penisku sendiri tetap tegang di dalam vaginanya,1
"lima menit kemudian nafsunya bangkit lagiia mengerang pelan, sambil menggoyang-goyangkan pantat",1
"lia nafsu lagi, nihh, erangnya",1
penisku sendiri yang tadi sempat sedikit mengecil menjadi besar kegelian tergesek-gesek permukaan dalam vaginanya,1
"lalu, uuuuuuhh bibir vaginanya seakan memijat penisku",1
"aku merasa penisku kegelian, geli-geli nikmat sampai seakan-akan badanku meronta-ronta di atas badan lia",1
"lia sendiri terangsang dengan gerakanku, memelukku erat-erat sambil keras menggoyangkan pantatnya memutar",1
"dalam 20 menit kemudian, 2 kali lagi ia mengalami orgasmepijatan vaginanya membuatku seakan melayang ke surga, tetapi aku sendiri baru sempat orgasme sekali",1
habis itu lalu terjadi perkosaan,1
lia kugulingkan ke sana ke mari menuruti nafsuku,1
"kadang kucabut penisku dari vaginanya, kumasukkan ke dalam mulutnya, lalu kucabut dan kugesekkan di antara lembah tetek-teteknya, lalu kumasukkan mulutnya lagi, lalu kumasukkan ke dalam vaginanya",1
aku orgasme 2 kali lagi,1
"sekali di mulutnya, sekali di ujung vaginanya (dasar belum pengalaman, karena kegelian digesek bulu vaginanya, begitu penisku sampai di ujung vaginanya langsung keluar spermaku)",1
"kugulingkan ikut saja, kusuruh mengulum penisku yang basah mau saja, mengurut-urut kepala penis di dadanya juga ikut, membantu memasukkan penisku ke vaginanya juga turut saja",1
aku bangkit dan barulah tercium bau sperma bercampur keringat di kamar ituia sudah tergeletak begitu saja telanjang bulat,1
kusemprotkan bayfresh ke dinding-dinding kamar untuk mengurangi bau mesum itu,1
"kucium dahi lia, kututup pintu kamar dan aku pamit ke tante kos",1
"hari minggu ini lia mengaku sakit kepada tante kos dan minta, si wied ngerawat saya, ya tante",1
"dan terjadi perkosaan lagi, yang ternyata disenanginya",1
"kakakku sayang itu telah membuatku merindukannya sebagai orang lain (kalau aku boleh berterus-terang: aku akan merindukannya untuk merasakan vaginanya yang sangat basah dibelah penisku, untuk kudekap ketika ia telanjang bulat-bulat, untuk menggeser-geserkan ujung hidungku di permukaan vaginanya yang hitam, lebat dan merangsang itu, untuk genggaman baik tangan maupun mulutnya bagi penisku yang tegang)ngentot cewe hyper sex sering ganti pasangan mbak nanik janda seksi pengalamanku jadi therapy sex bercinta dengan gadis yang masih perawan",1
"pemerkosaan yang mulai aku nikmati 07:48 336 lebih dari 3 tahun aku bekerja sebagai pembantu rumah tangga, majikanku ini terkenal kaya dan baik apalagi dia adalah kepala desa dan disegani oleh masyarakatnya, majikanku ini bernama bapak dimas, selama bekerja disini aku merasakan enak tidak enaknya menjadi pembantu, dan kejadian selama tinggal disini aku pernah diperkosa",1
"film semi dewasa klik disini jepang,korea hot bangetnamanya pak aris dalam mimpiku dia mendatangiku dan memelukku tanpa pakain dan telanjang total, walaupun usianya yang sudah tua tapi badannya itu yang kekar seperti orang kebanyakan fitnes, beliau mempunyai tubuh yang kekar dan berototperlahan-lahan beliau mendekatiku dan langsung meremas remas buah dadaku yang telah terbuka bebassegera aku menutupi tubuhku yang ternyata juga nyaris telanjang dengan selimuttenang, lis! sudah lama aku memendam nafsuku terhadapmu! kembali pak aris mencoba merengkuh tubuhkusegera saja aku melompat dari ranjang dan mencoba berlari ke arah pintu dengan kondisi telanjang",1
bahkan aku mulai masuk dalam permainannya ketika dengan lembut pak aris mulai menggesek-gesekkan batan kejantanannya ke atas pahaku,1
"namun dengan sigap, pak aris segera menangkap tubuhku, mengangkatnya lalu membopongku ke atas ranjang",1
"di balik penampilan bapak yang bersahaja, kok tega-teganya bapak mencoba memperkosa saya",1
"ciuman dan jilatan pak aris terus bergerak turunsementara tangan kirinya meremas-remas buah dadaku, tangan kanannya tengah sibuk di pangkal pahaku membuat pilinan-pilinan yang kurasa nikmat",1
"dengan lembut dan manja, aku mulai mengocok batang kont*l pak aris di sertai dengan pijatan-pijatan yang membuat beliau merem melek",1
"namun dengan nakal, pak aris hanya menempelkan dan menggesek-gesekkan ujung kepala kont*lnya di atas bibir vaginaku",1
perlahan aku menaikkan pantatku ke atas untuk menyambut kejantanan pak aris yang sudah ngacengkemudian aku menekan pantat pak aris ke bawah supaya kont*l itu bisa masuk dengan sempurna,1
"cerita seks perkosa,cerita mesum perkosa,cerit ngentot perkosa,cerita mesum perkosa,cerita hot perkosa,perkosa keenakanaaarrrghhh! aku menjerit kecil ketika batang kont*l pak aris yang besar itu menembus liang vaginakunamun setelah buah terong itu tertanam beberapa saat di dalam liang vaginaku, rasa perih itu perlahan berubah menjadi rasa nikmatperlahan-lahan pak aris mulai mengayunkan pantatnya naik dan turunayo, lis!goyangkan juga pantatmu! ooohhh!aku menuruti kata pak arisgesekan-gesekan halus antara batang kont*l pak aris dengan dinding vaginaku terasa begitu nikmatohhh, lis! yabegitu! terusgoyangkan pantatmu! uuuhh, oohh, yes!pak aris tampak begitu menikmati permainan kamikulihat wajahnya menengadah dengan mata terpejam, seolah meresapi sedotan dari vaginakusesekali dari bibirnya terdengar lenguhan dan desisan kenikmatan",1
akupun juga menikmati sodokan-sodokan mantap batang k*ntol pak arissampai-sampai aku kewalahan menghadapi goyangan dan sodokan mautnya,1
"dan beberapa saat kemudian, aku juga merasakan batang k*ntol pak aris mulai berdenyut-denyut didalam vaginaku",1
"ah, ternyata diperkosa itu tidak selamanya tidak enak",1
"cerita bokep wanita jilbab cerita mesum dengan bu erni perawat itu jadi kekasih gelapku aku diperkosa dua lelakianak sma ngeseks di kelas dengan rok 07:49 446 namaku eli, aku kelas xi smu awal sekolahku di derah jakarta selatan, dan katanya teman-temanku aku memiliki body yang sexi dan wajah cantik",1
aku pun terkadang sering masturbasi sambil membayangkan dia,1
entah ada apa denganku kalau setiap aku di kamar yang ada di otakku hanya andi dan sering aku membayangin bercinta sama dia,1
"akhirnya semakin sore dan sepi setelah kami berdua ngobrol sana-sini ini itu dan suasana sepi aku juga punya kelainan seperti hiperseks dan aku langsung memancingnya dengan duduk didekatnya sambil aku peluk dari samping dan tangannya aku kenakan payudaraku sesekali aku mencium pipinya dan dia membalas ciuman pipiku, dan aku bilang sama andi,dari pada nanti ada orang melihat kami berdua disini gimana di kelas aja andi mumpung sepiu nich,? ajak anku",1
"andi waktu itu sepertinya grogi sekali karena ajakanku, dan dia sedikit pucat aura wajahnya dan aku terus memancingnya dengan menggerakkan badan ku dan payudaraku terus aku tempelkan ke tubunya sambil aku bilang sama dia dengan manja-manja akhirnya andi mau,iiiiya el, aaaayo, jawaban andi sambil grogidan sebelum masuk ke ruang kelas aku melihat kanan kiriku masih ada orang tidak dan saat itu suasana sepi aman tidak ada orang akhirnya kami berdua masuk ke ruangan kelas, dan pintu kelas aku tutup aku kunci dari dalam,aku langsung memulainya, andi kudekati dan aku mulai menciumi bibirnya, dan andi meskipun grogi dia langsung membalas ciumanku, andi tangannya aku pegang satu dan aku arahkan ke payudaraku yang sebelah kanan, dan dia langsung meremasnhya, dan remasanya lembut sekali membuatku semakin birahi, tanganku langsung mengarah ke batang penisnya andi, dan tiba-tiba andi langsung melepaskan ciumanku dan remasan payudaraku,auuuuugeli el,,aku malu padamu kalau kamu seperti ini, andi bilang gitulalu aku dekati lagi si andi dan aku melanjutkan ciumanku dan dia juga mebalas ciumanku akhirnya ku pegang penisnya dari luar, karena waktu itu masih pakai celana dan baju seragam, dia menikmati pegangan dari tanganku sambil aku husap-husapkan, dan andi tiba-tiba menciumi leherku dengan lidahnya membuatku semakin birahiku gak bisa nahan, dan aku melepas kancing sabuk celananya andi terus membuka kancing celananya dan aku langsung mengeluarkan penisnya dari celana dalamnya dan ternyata penisnya andi udah mengeras panjang dan besar sambil aku eluslalu aku menjongkok dan andi duduk di meja bangku, dan masih pakai baju tapi penisnya masih keadaan di luar dan penisnya masih besar dan panjang, langsung aku mengulumnya sambil kuaminkan kulumanku dan andi mendesah sambil matanya merem menikmati kulumanku,ahhhhhel,, enak sekali el,, emhhh, desahan andisetelelah beberapa menit kemudian aku di suruh andi berdiri dan andi sudah gak grogi lagi, aku udah berdiri andi menyuruhku duduk di atas meja, andi mengelus pahaku dan tanganya yang satu membuka kancing baju seragamku, sambil mengeluarkan payudaraku dari bhku, langsung di remasnya kedua payudaraku dan lama-lama di jilati putingku sambil dikulum dan aku mendesah hebat sekali karena aku sudah terangsang dan birahiku semakin memuncak,auhhhhhhhhhhhahhhhhhhhhhhhandiaahhhhhhhh,  desahankulalu setelah mengulum payudaraku, andi membuka rokku dan tanganya mengarah ke memekku, dan memekku di mainkan sama andi, sambil di elus dan memelintir klitorisku dan aku mendesah semakin gila,ahhhhhhhhhhhhhhhowhhhhhhhhhhemhhhhhhhhhhndi desahanku semakin dasyatkarena desahanku semakin dasyat andi melepaskan celana dalam ku, dan memekku udah basah, aku masih bawa rok yang aku pakai rok yang aku pakai hanya di ataskan dan kedua kakiku melengkang, akhirnya andi berdiri dan memasukkan batang penisnya kedalam memekku yang sudah basah,blessssssssssssssssssssaku mendesah kesakitan karena vaginaku masih agak rapet meskipun aku udah gak perawan lagi, karena aku sama cowok-cowokku yang dulu di jakarta sering melakukan ngentot atau sekslama-lama semakin terasa licin memekku karena penisnya andi di gerakan maju mundur dengan pelan-pelan aku udah merasa tidak sakit lagi dan tidak mendesah lagi, andi melakukan gaya maju mundurnya semakin keras, dan sambil mencium bibirku dan tanganya meremas payudaraku, aku menikamtinya dan sambil mendesah lirihgenjotan andi maju mundur semakin keras dan andi melepaskan penisny keluar lalu dia menyuruhku turun dari atas meja lalu setelah turun dari meja aku suruh mengulum batang penisnya lagi dan,croottttttttcrotttttttttttcrotttttttttsemua seperma andi masuk ke dalam mulutku sampai membanjiri di dalam mulutkubermain dengan janda muda cerita sex persetubuhan sabtu minggu threesome dua perawan zulaikha istri asistenkugadis perawan yang polos 07:45 290 sore itu waktu aku sampe dikantor aku disuruh leader ku untuk fotokopi,naah beranjaklah aku ke tempat fotokopi disebelah perusahaanku tersebut",1
saat sampai di tempat fotokopi tersebut ada pemandangan yang gak biasa aku lihat yaitu sosok gadis seksi dengan paras lumayan cantik dan body yang sangat aduhai,1
kemudian timbulah dalam fikiranku untuk bias menikmati tubuhnya yang seksi tersebut,1
"cerita sex perawan,cerita dewasa,cerita perawan abg,remaja perawan,cerita seks perawansuatu malam di bbm nya shintya memasang foto yang cantik banget kemudian aku mencoba menggodanya dengan bbm dan ternyata tak kuduga gadis itu membalas bbm ku dengan baik",1
"aku sampai dirumahnya sekitar jam 9 malam belum malam-malam banget siih tapi aku memutuskan untuk berpamitan pulang, tapi ketika aku berpamitan untuk pulang ternyata shintya malah menahanku untuk tidak pulang dulu, dia meminta agar aku menemaninya sebentar karena ternyata neneknya sedang ada drumah om nya tidak jauh dari tempat tinggal shintya",1
timbulah pikiran kotorku siapa tau aku bias langsung menikmati tubuh shintyaakupun mengiyakan permintaan shintya dan menemaninya,1
gurauan dan candaan pun menghiasi obrolan kita sampai2 tak sengaja tanganku mengenai payudaranya,1
kita saling menikmati ciuman tersebut,1
"tak lama tanganku mulai memegang payudaranya dan diapun diam saja, aku lalu meremas-remas payudranya yang kutaksir sekitar 36 itukurasakan penisku mulai tegang",1
besar sekali rasa payudaranya saat kupegang,1
"aku semakin bernafsu, kupegang tangannya dan kuarahkan kepenisku yang sudah sangat keras sekali",1
dengan tanpa kusuruh tanganya pun mulai meremas penisku,1
"setelah kurasa kita berdua terangsang aku mulai membuka kaos yang dia kenakan dan bra merah yg dia pakai, aq menjilati putting susunya dia mulai merintih keenakan terus tanganku juga mulai masuk kedalam celananya mengobok-ngobok memknya dengan jarikushintya lalu membuka resetlingku dan mengeluarkan penisku dari celana dan dengan ganasnya diapun langsung mengulum penisku",1
akupun membiarkanya menikmati penisku yang besar itu,1
"setelah sekitar 5 menit shintya mengulum penisku, aku membuka celana dan celana dalam nya lalu aku rebahkan dia disofaperlahan aku mulai masukkan penisku kedalam memeknya bleeeeesssss penisku masuk liang senggamanya",1
desah shintya,1
aq pandang wajah shintya dia sangat menikmatinya,1
dia terus bergoyang memainkan perannya diatas,1
tak lama dia bergoyang shintya berteriak lirih saysaayyyaaankaku keluuuaaarr akhirnya dia orgasme untuk yang pertama,1
"setelah aku merasa bosan dengan gaya itu lalu memintanya untuk nungging, kumasukkan lagi penisku yang keras itu kedalam memeknya dari belakangkusodok secara cepat (aku berfikir agar aku segera keluar sebelum nenknya pulang)",1
shintya merintih aaaahhhh,1
croootttttt tak terkira berapa kali aku menyemprot liang rahimnya dan aku membiarkan sejenak penisku tertancap di memeknyamenjadi budak nafsu tante girang kurenggut kesucian primadona sekolah kampung bebas ngesex aku jadi liar karena diperkosacerita porno jepitan memek janda 07:56 831 tante midha merupakan sebuah pengalaman sex yang tidak bisa aku lupakan karena hal ini aku bisa melakukan bercinta dengan tante yang melebihi usiaku pada saat ini yang mengijak ke 25 tahun dan tante ber umur 32 tahun tapi masih kelihatan seumuran dengan ku,1
memang tante ini suka merawat tubuhnya disalon dan rutin dengan olah raga jadi masih kelihatan muda sekalioh ya perkenalkan namaku djoel ceritaku ini merupakan sebuah pengalaman pribadi dan aku ingin berbagi kepada kalian semua tante midha mempunyai wajah yang cantik dengan rambut sebahu,1
selain itu yang membuatku selama ini terpesona adalah payudara tante midha yang luar biasa montok,1
perkiraanku payudaranya berukuran 36c,1
