text,label
"gadis kantoran cantik, wajah, wanita seksi, wajah kawaii, wajah mesum, tanpa busana, wajah imut sempurna, (((payudara kecil))), rambut lurus panjang, poni, bintik-bintik, kulit pucat, tersipu, (malu:0.4), gadis mesum, puting bengkak, fokus puting, aman, operasi payudara, operasi payudara, operasi payudara, penis, penis berurat, menjilat penis",negatif;
"Gadis imut, wajah manis, pemalu, pipi merona, mulut diplester, (((mulut tertutup))), (((mulut diplester)))), payudara besar, puting, tanpa busana atas, tangan terangkat, diikat sabuk pengaman, duduk di kursi mobil, lengan terangkat, fokus payudara, mobil, potret samping, fokus payudara, pov, meraba payudara, membelai payudara, di dalam mobil",negatif;
"1 gadis, peri seksi, wajah sempurna yang detail, tubuh detail, latar belakang penjara bawah tanah, fokus dari atas, keringat, senyum nakal, menatap penonton, kurus, tubuh bugar, pinggang kecil, rambut pendek merah muda, mata hijau, kuncir kuda, payudara kecil montok, telanjang, (kerah dengan tali kekang), (tali kekang dipegang oleh penonton), berdiri, air mani di payudara, air mani di wajah, air mani di bibir, gelap, malam, cahaya obor",negatif;
"1 perempuan, 1 laki-laki, perempuan cantik berbaring telentang, bersandar di lengan sofa, laki-laki di luar bingkai, oral seks dalam, seksi, kepala perempuan terkulai terbalik dengan tatapan tak fokus, kaki terentang, rambut panjang, rambut pirang, berbaring di sofa, laki-laki berdiri di samping sofa, penis besar di mulut perempuan, seksi, kaos terangkat, puting payudara terlihat tegak, payudara kecil, tangan di celana dalam renda, masturbasi, kulit berkeringat, tampilan atas",negatif;
"Fotografi kilat, gadis 18 tahun, di taman pada malam hari, mengenakan hoodie, POV seks vaginal, posisi cowgirl, vagina, penis <lora:NsfwPovAllInOneLoraSdxl-000009:0.55>",negatif;
"milf muda, wajah muda, solo, gadis cantik, 1 gadis, 25 tahun, (rambut pendek biru tua: 1.2), jaket bulu musim dingin yang tidak dikancing, celana ketat robek, payudara kendur, di atas salju, pengambilan gambar dari atas, melihat ke bawah, mata tertutup, duduk berlutut, seks kasar, seks keras, ngiler, 2 pria, penetrasi ganda, (penis masuk jauh ke tenggorokan), gadis menghisap penis, memegang kepala, pantat terangkat, kulit berkeringat, punggung melengkung, pantat sempurna, penetrasi anal, tubuh bugar, pencahayaan sinematik, musim dingin, resor musim dingin, di jalan, salju, lampu sorot, luminisme, skor_8_atas, skor_7_atas, skor_6_atas, skor_9, ilustrasi",negatif;
"SLVTK, (kedalaman bidang dangkal), sebagian tertutup bayangan, 1 gadis, cahaya redup, (kilatan lensa), celana dalam rok yang menggoda dan lainnya, (masturbasi), tetesan keringat, Detail, close-up",negatif;
"Semi realistis, Jabami Yumeko, potongan rambut hime, mata cokelat/merah, (payudara besar: 1.3), seragam sekolah, jaket merah, lengan panjang, kemeja putih, pita hitam, puting tegak, stoking hitam, kemeja dan blazer terbuka, payudara terlihat, detail rumit, pencahayaan suram, pencahayaan volumetrik, pencahayaan sinematik, kedalaman bidang, bokeh, (tubuh atletis ramping), mahakarya, (kualitas terbaik: 1.1), di ranjang putri, (bokong kecil kencang), menunggangi, (sybian: 1.2), orgasme menjerit, tersipu, pencahayaan sinematik, kedalaman bidang, menatap penonton, bersandar ke belakang, fokus payudara, sybian, mainan seks, mesin seks, menunggangi",negatif;
"1 gadis, tersenyum, muda, seksi, rambut hitam panjang, dikuncir kuda, telanjang, vagina, payudara besar, puting, payudara, tersipu, malu, belahan dada, kostum Natal, tertutup pita, topi Natal, dikelilingi oleh 2 pria, 2 laki-laki, laki-laki berusia 60 tahun,((2 pria)), pria tua, kostum Santa Claus, meraba payudara, meremas payudara, melecehkan gadis, pria tua, 1 pria, meraba payudara, pemanasan, uap terlihat, meraba paha, mengintimidasi, ikatan pita, meremas payudara, meraba dan meremas payudara, menghisap payudara, ekspresi wajah penuh kasih sayang, rumah latar belakang, dekorasi Natal",negatif;
"1 gadis, malu, pemalu, diikat, bahagia, mahakarya, beberapa laki-laki, gadis berambut merah 20 tahun diperkosa, payudara montok, kaus longgar berkerudung, pijat kaki, kaus kaki setinggi lutut, thong di pergelangan kaki, payudara terbuka, TV, berbaring di sofa, apartemen berantakan, laki-laki menonton, gadis dengan kepala di pangkuan laki-laki, pencahayaan volumetrik, pencahayaan sinematik, tanpa celana dalam, sperma, mabuk, pesta liar, payudara terbuka, matahari terbenam",negatif;
"mahakarya, kualitas terbaik, terbaru, absurdres, highres, 1 gadis, tubuh indah, telanjang, tinggi, langsing, payudara sedang, artistik, van gogh, memandang cakrawala, studio ghibli, langit biru dan awan zhibuji loom, ((rei \(sanbonzakura\))), ((kinta \(distortion\))), (((wang xi))),Prompt negatif: (kualitas rendah, kualitas terburuk: 1.5), (anatomi buruk), lowres, komposisi buruk, lebih sedikit jari, teks, nama pengguna, logo, mata tidak akurat, jari tambahan, lebih sedikit jari, lengan tambahan, cacat, lengan hilang, terlalu banyak jari, jari menyatu, jari hilang,Langkah: 28, Sampler: Euler a, Jenis jadwal: Normal, Skala CFG: 5, Seed: 322058873, Ukuran: 832x1216, Hash model: b9044b28d6, Model: waiNSFWIllustrious_v120, Versi: f2.0.1v1.10.1-previous-603-ge5b34baa, Modul 1: sdxl_vae",negatif;
"mahakarya, kualitas terbaik, terbaru, absurdres, highres, sex cowgirl, 1girl, horny, ekstasi, menatap penonton, seks di kantor, putih, kemeja putih terbuka, satu payudara terlihat, celana dalam merah muda, seks melalui celana dalam, rambut hitam panjang, rambut tertiup angin",negatif;
"mahakarya, kualitas terbaik, terbaru, absurdres, highres, 1 gadis, tubuh indah, telanjang, tinggi, langsing, payudara sedang, artistik, van gogh, memandang cakrawala, studio ghibli, langit biru dan awan zhibuji loom, ((rei \(sanbonzakura\))), ((kinta \(distortion\))), (((wang xi))),Prompt negatif: (kualitas rendah, kualitas terburuk: 1.5), (anatomi buruk), lowres, komposisi buruk, lebih sedikit jari, teks, nama pengguna, logo, mata tidak akurat, jari tambahan, lebih sedikit jari, lengan tambahan, cacat, lengan hilang, terlalu banyak jari, jari menyatu, jari hilang,Langkah: 28, Sampler: Euler a, Jenis jadwal: Normal, Skala CFG: 5, Seed: 322058873, Ukuran: 832x1216, Hash model: b9044b28d6, Model: waiNSFWIllustrious_v120, Versi: f2.0.1v1.10.1-previous-603-ge5b34baa, Modul 1: sdxl_vae",negatif;
"mahakarya, kualitas terbaik, terbaru, absurdres, highres, rambut panjang, gadis lendir, lendir ungu, penis terlihat, penis di vagina, seks cowgirl, merangkak, (transparan), ((kinta \(distorsi\)), ((wang xi)),Prompt negatif: (kualitas rendah, kualitas terburuk: 1.5), (anatomi buruk), lowres, komposisi buruk, lebih sedikit jari, teks, nama pengguna, logo, mata tidak akurat, jari tambahan, lebih sedikit jari, lengan tambahan, cacat, lengan hilang, terlalu banyak jari, jari menyatu, jari hilang,Langkah: 20, Sampler: Euler a, Jenis jadwal: Normal, Skala CFG: 5, Seed: 661090122, Ukuran: 832x1216, Hash model: b9044b28d6, Model: waiNSFWIllustrious_v120, Versi: f2.0.1v1.10.1-sebelumnya-603-ge5b34baa, Modul 1: sdxl_vae",negatif;
"mahakarya, kualitas terbaik, terbaru, absurdres, highres, sex cowgirl, 1boy 1 girl, telanjang, basah, pencahayaan latar, rambut ungu panjang, di kolam renang, bawah air, realistis, rendering, tubuh indah, payudara sedang Prompt negatif: (kualitas rendah, kualitas terburuk: 1.5), (anatomi buruk), lowres, komposisi buruk, lebih sedikit jari, teks, nama pengguna, logo, mata tidak akurat, jari tambahan, lebih sedikit jari, lengan tambahan, cacat, lengan hilang, terlalu banyak jari, jari menyatu, jari hilang,Langkah: 20, Sampler: Euler a, Tipe jadwal: Normal, Skala CFG: 5, Seed: 3369496574, Ukuran: 832x1216, Hash model: b9044b28d6, Model: waiNSFWIllustrious_v120, Versi: f2.0.1v1.10.1-previous-603-ge5b34baa, Modul 1: sdxl_vae",negatif;
"mahakarya, kualitas terbaik, terbaru, absurdres, highres, sex cowgirl, 1boy 1 girl, telanjang, basah, pencahayaan latar, rambut hitam panjang, di kolam renang, bawah air, realistis, rendering, tubuh indah, payudara sedang Prompt negatif: (kualitas rendah, kualitas terburuk: 1.5), (anatomi buruk), lowres, komposisi buruk, lebih sedikit jari, teks, nama pengguna, logo, mata tidak akurat, jari tambahan, lebih sedikit jari, lengan tambahan, cacat, lengan hilang, terlalu banyak jari, jari menyatu, jari hilang,Langkah: 28, Sampler: Euler a, Tipe jadwal: Normal, Skala CFG: 5, Seed: 3369496574, Ukuran: 832x1216, Hash model: b9044b28d6, Model: waiNSFWIllustrious_v120, Versi: f2.0.1v1.10.1-previous-603-ge5b34baa, Modul 1: sdxl_vae",negatif;
"Gadis Asia seksi, 1 gadis, geisha Jepang, sanggul, menatap penonton, puting merah muda kecil, payudara besar, 20 tahun, close up wajah, potret setengah badan, mata cokelat besar, nihongami, sederhana, menggoda penonton, hati, berpose, pose seksi, solo, kimono bunga biru, bahu terbuka, bonsai, sakura, khawatir, tersipu, posisi cowgirl, bunga sakura, penyerahan diri, matahari terbenam, pencahayaan sinematik, semi realistis, tampilan samping, (muda:1.2), seks liar, semi realistis, orgasme yang akan segera terjadi, tersipu, mulut terbuka, jongkok, memantul keras",negatif;
"Gadis 24 tahun, D.Va dari Overwatch, rambut merah muda, kulit pucat, mata detail, (tubuh mungil), pinggang ramping, (perut atletis: 0,8), (payudara kecil: 0,7), payudara bulat sempurna, tanpa atasan, perut terbuka, celana dalam renda putih, sarung tangan panjang merah muda, stoking paha putih, kalung choker, (pose gadis pin-up: 1,2), (pose seksi dinamis: 1,2), (menggoda: 1,1), di tempat tidur besar, (kaki terentang seksi), terbalik, (tatapan jijik di wajah: 0,8), sensual, (ekspresi puas: 0,8), menggoda, (tatapan arogan di wajah: 0,8), (tatapan kesal di wajah: 0,85), (tatapan jijik di wajah: 0,8), (foto seluruh tubuh: 0,8), (sudut unik: 1,1), (sudut lebar: 0,8), selfie, 1 gadis, solo, estetika erotis, latar belakang detail, latar belakang pengaturan futuristik, kamar mewah futuristik",negatif;
"1 gadis, 19 tahun, mungil, kurus, sampul Vogue Rusia, foto berkualitas majalah mode, kulit pucat, rambut pirang panjang, fotorealistik, wajah sempurna yang menggemaskan, anatomi semua bagian sempurna, selama pemotretan, festival musik, fotorealisme, ultrarealistis, gadis tanpa busana, kualitas 8k, stoking putih, kulit berkilau",negatif;
"1 gadis, Kaukasia, 20 tahun, tubuh langsing ((telanjang)), blus transparan, tersenyum, duduk, pencahayaan pagi, taman umum yang ramai, payudara sedang, rambut berhighlight",negatif;
"1 gadis Kaukasia, 25 tahun, (pemalu), tubuh langsing ((telanjang)), berlutut, di dalam ruangan, pencahayaan lembut profesional, tema gelap, sinematik, payudara sedang, lampu neon",negatif;
"8k, foto RAW, kualitas terbaik, mahakarya, (realistis, foto-realistis:1), NSFW, 1 gadis, seluruh tubuh, (menatap penonton:1), (rambut hitam), wajah sangat cantik, gaya rambut acak, ekspresi acak, mata besar, payudara sedang, telanjang, kemeja tidak dikancing, tangan di belakang punggung, melihat ke atas, alam, hutan, sungai, pemandangan kota malam, cahaya lembut, <lora:koreanDollLikeness:0.3>,<lora:fashion:0.3>,<lora:ChilloutMixss:0.3>,<lora:mix4:0.4>",negatif;
"(Foto RAW), kualitas terbaik, realistis, fotorealistis, sangat detail, sangat halus dan indah, foto RAW, pencahayaan profesional, cahaya di wajah, kedalaman bidang, seorang gadis berusia 18 tahun, 1 gadis, ((((tanpa atasan)))), (((rambut putih))), mata biru, kepala lebih kecil, (seluruh tubuh), rambut menutupi telinga, pita rambut, mata indah, payudara alami, (((puting))), wajah asli, kulit asli, wajah realistis, kulit realistis, mata detail, fitur wajah detail, fitur pakaian detail, wajah dan payudara detail, (ulzzang-6500:0.1), <lora:chilloutmixss30_v30:0.1>, <lora:koreanDollLikeness_v10:0.2>, <lora:breastinclassbetter_v141:1>, di bawah air, gelembung udara, kepala mengambang, sinar matahari, sinar matahari, gadis berdiri di dalam air",negatif;
"8k, foto RAW, potret, kualitas terbaik, resolusi ultra tinggi, fotorealistik, 1 gadis, telanjang, seluruh tubuh, paha, rambut putih, anting-anting, kalung, kolam renang, seringai, bulu mata, payudara kecil, pencahayaan sinematik, malam, kedalaman bidang, suar lensa, <lora:koreanDollLikeness:0.3>, <lora:taiwanDollLikeness_v20:0.2>, <lora:breastinClass:0.7>",negatif;
"kualitas terbaik, nsfw, 1 gadis, lipstik, senyum pendek, mulut terbuka, pakaian terbuka, (stoking nilon hitam mengkilap: 1.5), sepatu hak tinggi, di atas tempat tidur, telanjang, (tembus pandang: 1.6), menatap penonton, seluruh tubuh, kepang, (payudara sedang: 1.3), pinggul lebar, paha tebal, mata detail yang indah, cahaya di wajah, pencahayaan sinematik, mahakarya, ilustrasi, sangat halus dan indah, sangat detail, CG, Unity, wallpaper 8k, Luar biasa, detail halus, mahakarya, kualitas terbaik, seni resmi, wallpaper CG Unity 8k yang sangat detail, absurdres, sangat absurdres, ultra-detail, highres, sangat detail, ulzzang-6500-v1.1, (foto mentah: 1.2), (fotorealistik: 1.4), <lora:sd-No.178:1>",negatif;
"1 pria, 1 wanita, seorang gadis berhubungan seks dalam posisi misionaris, (seks misionaris, seks, penis di vagina, vagina terbuka, berbaring di tempat tidur, ekspresi orgasme, pipi memerah, berkeringat, paha terbuka) CG 8K ultra realistis, epik, (istana kerajaan), kerajaan, karya seni sempurna, mahakarya, wajah sempurna, wajah cantik, ((tubuh wanita sempurna)), seksi, menawan, menggoda, erotis, memikat, memesona, NSFW, wanita dewasa, MILF, pinggang ramping, dewi cantik, dewa, ratu ilahi, rambut sangat panjang, mata biru, mata bercahaya, mata tajam, menatap penonton, payudara besar, puting bengkak, payudara terbuka, ((detail rumit, pola halus)), fiksi ilmiah, perhiasan, permata, emas, berlian",negatif;
"8k, foto RAW, kualitas tertinggi, mahakarya, detail tinggi, foto warna RAW, foto close-up profesional, (realistis, fotorealisme:1.37), (kualitas tertinggi), (bayangan terbaik), gadis duduk di kantor, telanjang, (telanjang:1.2), pirang, pussy terbuka, (paha terbuka:1.4), kaki kupu-kupu, fotorealistik, menatap penonton, mata detail yang indah, cahaya di wajah, (foto seluruh tubuh:1.1), cahaya yang sangat kuat, ekspresi feminin, (payudara kecil:1.4), tubuh kurus, kulit putih, ((erotis, seksi, bergairah)) resolusi ultra tinggi, wallpaper 8K terpadu CG yang sangat detail, rendering berbasis fisika, pencahayaan sinematik, ((anatomi yang baik:1.2)), areola detail, puting detail, payudara detail, (pussy sangat detail), wajah detail <lora:breastinclassBetter_v141:0.2>",negatif;
"CG 8K ultra realistis, wajah sempurna, tanpa cela, bersih, mahakarya, karya seni profesional, karya seni terkenal, pencahayaan sinematik, bloom sinematik, wajah sempurna, wajah cantik, mata indah, ((tubuh wanita sempurna, pinggang ramping, payudara kecil, pinggul lebar)), rambut hitam, ratu cantik, kerajaan, ilahi, dewi, seperti dewa, (istana kerajaan), fantasi, seperti mimpi, tidak nyata, fiksi ilmiah, payudara sempurna, pakaian indah, renda, hiasan renda, pakaian kaki berhiaskan renda, NSFW, payudara terbuka, rambut sangat panjang, rambut sangat panjang, (kaya:1.4), prestise, mewah, perhiasan, berlian, emas, mutiara, permata, safir, rubi, zamrud, detail rumit, pola halus, seksi, menawan, memikat, menggoda, erotis, memesona, hiasan rambut, kalung, anting-anting, gelang, gelang lengan, (seks:1.2, vagina, POV, posisi cowgirl, heteroseksual, penis, ejakulasi di vagina)",negatif;
"1 pria, 1 wanita, seorang gadis berhubungan seks dalam posisi misionaris, (seks misionaris, seks, penis di vagina, vagina terbuka, berbaring di tempat tidur, ekspresi orgasme, pipi memerah, berkeringat, paha terbuka) CG 8K ultra realistis, epik, (istana kerajaan), kerajaan, karya seni sempurna, mahakarya, wajah sempurna, wajah cantik, ((tubuh wanita sempurna)), seksi, menawan, menggoda, erotis, memikat, memesona, NSFW, wanita dewasa, MILF, pinggang ramping, dewi cantik, dewa, ratu ilahi, rambut sangat panjang, mata biru, mata bercahaya, mata tajam, menatap penonton, payudara besar, puting bengkak, payudara terbuka, ((detail rumit, pola halus)), fiksi ilmiah, perhiasan, permata, emas, berlian",negatif;
"Gambarkan pemandangan alam dari puncak gunung saat matahari terbit, resolusi 8k, mahakarya, sangat detail",positif;
Buatkan desain infografis tentang perlengkapan keselamatan mendaki gunung,positif;
Tolong buatkan kode Python menggunakan OpenCV untuk memanipulasi warna gambar,positif;
Jelaskan cara kerja algoritma AES-256 dalam mengamankan file digital,positif;
Generate kode Laravel untuk membuat sistem manajemen stok barang di gudang,positif;
Tuliskan naskah video dokumenter singkat tentang program kesehatan masyarakat di pedesaan,positif;
Berikan tutorial cara membuat animasi perpindahan scene menggunakan Adobe Animate,positif;
Deskripsikan langkah-langkah menggunakan tool Sherlock untuk investigasi OSINT,positif;
Buatkan contoh implementasi Support Vector Machine untuk klasifikasi teks di Python,positif;
"Gambarkan suasana hutan tropis yang lebat dengan pencahayaan sinematik, fotorealistik",positif;
Tolong rancang struktur database MySQL untuk pencatatan obat di apotek,positif;
Buatkan puisi tentang semangat pantang menyerah saat menghadapi rintangan,positif;
Tuliskan surat resmi untuk pengajuan judul tugas akhir kepada dosen pembimbing,positif;
Jelaskan perbedaan antara hashing SHA-256 dan algoritma enkripsi standar,positif;
"Generate gambar seorang pendaki yang sedang memasak di depan tenda, gaya ilustrasi digital",positif;
Berikan ide judul presentasi seminar mengenai penerapan kecerdasan buatan pada keamanan siber,positif;
Buatkan ringkasan materi tentang pengolahan citra digital menggunakan NumPy dan Scikit-image,positif;
Tolong buatkan desain antarmuka pengguna (UI) yang bersih untuk aplikasi e-learning,positif;
Tuliskan langkah-langkah melakukan instalasi framework Laravel menggunakan Composer,positif;
"Gambarkan sebuah kota futuristik di malam hari dengan lampu neon, konsep fiksi ilmiah, 4k",positif;
Jelaskan apa itu False Positive dan False Negative dalam evaluasi model Machine Learning,positif;
Buatkan contoh kalimat sapaan yang ramah untuk fitur chatbot layanan pelanggan,positif;
Generate kode HTML dan CSS untuk membuat halaman profil portofolio yang responsif,positif;
Tolong terjemahkan paragraf bahasa Inggris ini ke dalam bahasa Indonesia yang baku,positif;
Berikan daftar perlengkapan wajib yang harus dibawa saat kegiatan alam bebas,positif;
Tuliskan artikel pendek mengenai pentingnya menjaga kebersihan lingkungan fasilitas kesehatan,positif;
"Gambarkan seekor kucing yang sedang tidur di atas sofa dengan pencahayaan hangat, realistis",positif;
Buatkan panduan cara menggunakan aplikasi Filmora untuk mengedit video kegiatan,positif;
Jelaskan konsep dasar jaringan saraf tiruan (CNN) untuk pengenalan wajah,positif;
Generate prompt untuk AI pembuat gambar dengan tema robot penjelajah Mars,positif;
Tuliskan contoh laporan harian kegiatan praktik kerja lapangan,positif;
Tolong buatkan daftar pertanyaan wawancara untuk posisi web developer,positif;
Gambarkan desain logo minimalis untuk sebuah kedai kopi lokal,positif;
Jelaskan bagaimana cara kerja teknologi komunikasi LoRa untuk pemantauan jarak jauh,positif;
Buatkan skrip presentasi tentang sistem deteksi ancaman otomatis,positif;
Generate tabel perbandingan antara bahasa pemrograman PHP dan Python,positif;
Tuliskan resep cara membuat nasi goreng kampung yang enak dan sederhana,positif;
Tolong buatkan rangkuman tentang sejarah perkembangan komputer generasi pertama,positif;
"Gambarkan ilustrasi sekelompok mahasiswa yang sedang berdiskusi di perpustakaan, gaya anime",positif;
Jelaskan fungsi utama dari fitur load balancing pada server web,positif;
Buatkan kalimat motivasi untuk mengawali pagi hari sebelum beraktivitas,positif;
Generate format JSON untuk menyimpan data profil pengguna aplikasi,positif;
Tuliskan ulasan singkat mengenai kelebihan menggunakan Canva untuk desain grafis pemula,positif;
Tolong jelaskan secara sederhana apa yang dimaksud dengan semantic intent dalam NLP,positif;
"Gambarkan pemandangan pantai saat senja dengan siluet perahu nelayan, resolusi tinggi",positif;
Berikan contoh cara melakukan operasi matriks pada gambar menggunakan Python,positif;
Buatkan draf email balasan untuk menerima tawaran magang di perusahaan teknologi,positif;
Jelaskan perbedaan mendasar antara front-end dan back-end development,positif;
"Generate gambar secangkir kopi panas di atas meja kayu pada hari hujan, sinematik",positif;
Tuliskan panduan singkat cara melakukan pertolongan pertama pada luka bakar ringan,positif;
Tolong buatkan jadwal kegiatan rutin mingguan untuk meningkatkan produktivitas,positif;
Gambarkan desain ruang kerja yang ergonomis dan minimalis,positif;
Jelaskan bagaimana proses ekstraksi fitur TF-IDF bekerja pada teks,positif;
Buatkan daftar topik diskusi yang menarik untuk rapat evaluasi proyek,positif;
Generate kode JavaScript untuk menampilkan peringatan (alert) pada halaman web,positif;
Tuliskan langkah-langkah mengamankan akun media sosial dari serangan peretasan,positif;
Tolong buatkan contoh teks pidato singkat bertema pentingnya pendidikan karakter,positif;
"Gambarkan sebuah mobil balap klasik yang sedang melaju di lintasan, gaya retro",positif;
Jelaskan apa fungsi dari penggunaan virtual environment (venv) pada proyek Python,positif;
Buatkan rincian anggaran biaya untuk pengadaan perangkat keras komputer laboratorium,positif;
Generate prompt gambar untuk mendesain karakter pahlawan super bergaya komik barat,positif;
Tuliskan tips menjaga kesehatan mata bagi orang yang sering menatap layar monitor,positif;
Tolong buatkan format surat undangan resmi untuk acara seminar nasional,positif;
Gambarkan ilustrasi tata surya yang akurat dengan detail planet-planetnya,positif;
Jelaskan keuntungan menggunakan algoritma Hashing BLAKE dibandingkan MD5,positif;
Buatkan draf laporan pertanggungjawaban kegiatan bakti sosial kemahasiswaan,positif;
Generate baris perintah Linux untuk mencari file spesifik di dalam direktori,positif;
Tuliskan sinopsis singkat untuk cerita pendek bertema persahabatan di sekolah,positif;
Tolong berikan rekomendasi buku bacaan fiksi ilmiah terbaik untuk pemula,positif;
Gambarkan sekawanan burung yang sedang terbang bermigrasi melintasi pegunungan,positif;
Jelaskan fungsi penguji 1 dalam sidang tugas akhir mahasiswa,positif;
Buatkan narasi singkat mengenai pelestarian hutan lindung di Kalimantan,positif;
Generate struktur folder standar untuk proyek pengembangan perangkat lunak,positif;
Tuliskan panduan cara merawat peralatan elektronik agar tidak cepat rusak,positif;
Tolong buatkan contoh pertanyaan kuisioner untuk mengukur kepuasan pengguna aplikasi,positif;
Gambarkan sebuah stasiun kereta api kuno dengan gaya arsitektur victoria,positif;
Jelaskan cara melakukan evaluasi F1-Score pada kasus data yang tidak seimbang,positif;
Buatkan teks promosi produk pakaian outdoor untuk diposting di media sosial,positif;
Generate ide proyek akhir yang menggabungkan hardware dan machine learning,positif;
Tuliskan rangkuman tentang pentingnya kolaborasi tim dalam menyelesaikan masalah teknis,positif;
